"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","VCT.LP.A","OBS_VALUE","St. Vincent and the Grenadines","Population, Persons for countries / Index for country groups","Annual","Millions","107000.0","107000.0","107000.0","107000.0","108000.0","108000.0","108000.0","108000.0","108000.0","108000.0","108000.0","108000.0","109000.0","109000.0","109000.0","109000.0","109000.0","109000.0","109000.0","110000.0","110000.0","110000.0","110000.0","111000.0","111000.0","111000.0","111000.0","111000.0","111000.0","111000.0","111000.0"
"IMF.RES:WEO(6.0.0)","LCA.LP.A","OBS_VALUE","St. Lucia","Population, Persons for countries / Index for country groups","Annual","Millions","148000.0","150000.0","153000.0","155000.0","157000.0","159000.0","160000.0","162000.0","163000.0","164000.0","165000.0","167000.0","168000.0","169000.0","170000.0","171000.0","172000.0","173000.0","173000.0","174000.0","175000.0","176000.0","176000.0","177000.0","178000.0","178000.0","179000.0","179000.0","179000.0","180000.0","182000.0"
"IMF.RES:WEO(6.0.0)","CHE.LP.A","OBS_VALUE","Switzerland","Population, Persons for countries / Index for country groups","Annual","Millions","7019000.0","7062000.0","7081000.0","7096000.0","7124000.0","7164000.0","7198000.0","7256000.0","7314000.0","7364000.0","7415000.0","7459000.0","7509000.0","7593000.0","7702000.0","7786000.0","7870000.0","7955000.0","8039000.0","8140000.0","8238000.0","8327000.0","8420000.0","8484000.0","8545000.0","8606000.0","8670000.0","8739000.0","8815000.0","8962000.0","9029000.0"
"IMF.RES:WEO(6.0.0)","SWE.LP.A","OBS_VALUE","Sweden","Population, Persons for countries / Index for country groups","Annual","Millions","8837000.0","8844000.0","8848000.0","8854000.0","8861000.0","8883000.0","8909000.0","8941000.0","8976000.0","9011000.0","9048000.0","9113000.0","9183000.0","9256000.0","9341000.0","9416000.0","9483000.0","9556000.0","9645000.0","9747000.0","9851000.0","9995000.0","1.012E7","1.023E7","1.0328E7","1.0379E7","1.0452E7","1.0522E7","1.0552E7","1.0588E7","1.0676E7"
"IMF.RES:WEO(6.0.0)","TWN.LP.A","OBS_VALUE","Taiwan Province of China","Population, Persons for countries / Index for country groups","Annual","Millions","2.1357E7","2.1525E7","2.1743E7","2.1929E7","2.2092E7","2.2277E7","2.2406E7","2.2521E7","2.2605E7","2.2689E7","2.277E7","2.2877E7","2.2958E7","2.3037E7","2.312E7","2.3162E7","2.3225E7","2.3316E7","2.3374E7","2.3434E7","2.3492E7","2.354E7","2.3571E7","2.3589E7","2.3603E7","2.3561E7","2.3375E7","2.3265E7","2.342E7","2.34E7","2.338E7"
"IMF.RES:WEO(6.0.0)","THA.LP.A","OBS_VALUE","Thailand","Population, Persons for countries / Index for country groups","Annual","Millions","5.9467E7","6.013E7","6.0847E7","6.1585E7","6.2299E7","6.2953E7","6.3539E7","6.4069E7","6.455E7","6.4995E7","6.5416E7","6.5813E7","6.6182E7","6.6531E7","6.6867E7","6.7195E7","6.7518E7","6.7836E7","6.8145E7","6.8439E7","6.8715E7","6.8971E7","6.921E7","6.9428E7","6.9626E7","6.98E7","6.9951E7","7.0078E7","7.0183E7","7.0266E7","7.0329E7"
"IMF.RES:WEO(6.0.0)","TZA.LP.A","OBS_VALUE","Tanzania, United Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2.8829E7","2.9603E7","3.033E7","3.1014E7","3.1751E7","3.2544E7","3.3406E7","3.4328E7","3.5302E7","3.6314E7","3.7354E7","3.8421E7","3.9522E7","4.064E7","4.1824E7","4.306E7","4.4348E7","4.5688E7","4.7076E7","4.8511E7","4.9989E7","5.151E7","5.3074E7","5.468E7","5.6322E7","5.8001E7","5.973E7","6.151E7","6.3343E7","6.5231E7","6.7175E7"
"IMF.RES:WEO(6.0.0)","TON.LP.A","OBS_VALUE","Tonga","Population, Persons for countries / Index for country groups","Annual","Millions","97000.0","98000.0","98000.0","98000.0","99000.0","99000.0","100000.0","100000.0","100000.0","101000.0","101000.0","102000.0","102000.0","102000.0","103000.0","103000.0","103000.0","103000.0","102000.0","102000.0","101000.0","101000.0","101000.0","100000.0","100000.0","100000.0","100000.0","100000.0","100000.0","99000.0","99000.0"
"IMF.RES:WEO(6.0.0)","TGO.LP.A","OBS_VALUE","Togo","Population, Persons for countries / Index for country groups","Annual","Millions","4280000.0","4446000.0","4593000.0","4728000.0","4868000.0","5008000.0","5145000.0","5282000.0","5421000.0","5565000.0","5712000.0","5874000.0","6048000.0","6222000.0","6399000.0","6572000.0","6749000.0","6927000.0","7106000.0","7288000.0","7473000.0","7661000.0","7853000.0","8047000.0","8243000.0","8443000.0","8647000.0","8856000.0","9070000.0","9290000.0","9515000.0"
"IMF.RES:WEO(6.0.0)","TUN.LP.A","OBS_VALUE","Tunisia","Population, Persons for countries / Index for country groups","Annual","Millions","9114000.0","9256000.0","9384000.0","9499000.0","9604000.0","9699000.0","9786000.0","9864000.0","9940000.0","1.0018E7","1.0102E7","1.0196E7","1.0298E7","1.0407E7","1.0522E7","1.064E7","1.0761E7","1.0887E7","1.1015E7","1.1144E7","1.1274E7","1.1403E7","1.1532E7","1.1659E7","1.1783E7","1.1903E7","1.2019E7","1.2129E7","1.2235E7","1.2336E7","1.2432E7"
"IMF.RES:WEO(6.0.0)","TUR.LP.A","OBS_VALUE","Türkiye, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","5.9756E7","6.0671E7","6.1582E7","6.2464E7","6.3364E7","6.4269E7","6.5166E7","6.6003E7","6.6795E7","6.7599E7","6.8435E7","6.9295E7","7.0158E7","7.1052E7","7.2039E7","7.3142E7","7.4224E7","7.5176E7","7.6148E7","7.7182E7","7.8218E7","7.9278E7","8.0313E7","8.1407E7","8.2579E7","8.3385E7","8.4147E7","8.498E7","8.5326E7","8.5519E7","8.6026E7"
"IMF.RES:WEO(6.0.0)","TTO.LP.A","OBS_VALUE","Trinidad and Tobago","Population, Persons for countries / Index for country groups","Annual","Millions","1254000.0","1258000.0","1260000.0","1262000.0","1264000.0","1267000.0","1272000.0","1277000.0","1284000.0","1290000.0","1296000.0","1303000.0","1308000.0","1314000.0","1321000.0","1328000.0","1336000.0","1345000.0","1354000.0","1362000.0","1370000.0","1378000.0","1384000.0","1390000.0","1395000.0","1399000.0","1407000.0","1414000.0","1421000.0","1428000.0","1435000.0"
"IMF.RES:WEO(6.0.0)","UGA.LP.A","OBS_VALUE","Uganda","Population, Persons for countries / Index for country groups","Annual","Millions","1.8595E7","1.9214E7","1.9832E7","2.045E7","2.1113E7","2.182E7","2.2526E7","2.3277E7","2.4116E7","2.4956E7","2.5795E7","2.6678E7","2.7606E7","2.8578E7","2.9549E7","3.0521E7","3.1537E7","3.2548E7","3.351E7","3.4477E7","3.5492E7","3.6561E7","3.7674E7","3.8823E7","3.9823E7","4.1222E7","4.246E7","4.3799E7","4.5222E7","4.6623E7","4.8022E7"
"IMF.RES:WEO(6.0.0)","GBR.LP.A","OBS_VALUE","United Kingdom","Population, Persons for countries / Index for country groups","Annual","Millions","5.8025E7","5.8164E7","5.8314E7","5.8475E7","5.8684E7","5.8886E7","5.9113E7","5.9366E7","5.9637E7","5.995E7","6.0413E7","6.0827E7","6.1319E7","6.1824E7","6.2261E7","6.276E7","6.3285E7","6.3705E7","6.4106E7","6.4597E7","6.511E7","6.5648E7","6.604E7","6.6436E7","6.6797E7","6.7081E7","6.728E7","6.76E7","6.85E7","6.9226E7","6.9868E7"
"IMF.RES:WEO(6.0.0)","ARE.LP.A","OBS_VALUE","United Arab Emirates","Population, Persons for countries / Index for country groups","Annual","Millions","2411000.0","2443000.0","2580000.0","2834000.0","3033000.0","3169000.0","3346000.0","3546000.0","3866000.0","4230000.0","4585000.0","4910000.0","5595000.0","6498000.0","6774000.0","6965000.0","7244000.0","7539000.0","7847000.0","8272000.0","8738000.0","9132000.0","9315000.0","9379000.0","9513000.0","9289000.0","9861000.0","1.0289E7","1.0679E7","1.0999E7","1.1083E7"
"IMF.RES:WEO(6.0.0)","USA.LP.A","OBS_VALUE","United States","Population, Persons for countries / Index for country groups","Annual","Millions","2.66458E8","2.69581E8","2.72822E8","2.76022E8","2.79195E8","2.82296E8","2.85216E8","2.88019E8","2.90733E8","2.93389E8","2.96115E8","2.9893E8","3.01903E8","3.04718E8","3.07374E8","3.09737E8","3.11944E8","3.14167E8","3.16331E8","3.18619E8","3.20926E8","3.23221E8","3.2528E8","3.27023E8","3.28547E8","3.31307E8","3.32453E8","3.34273E8","3.37014E8","3.40102E8","3.42373E8"
"IMF.RES:WEO(6.0.0)","URY.LP.A","OBS_VALUE","Uruguay","Population, Persons for countries / Index for country groups","Annual","Millions","3228000.0","3248000.0","3286000.0","3312000.0","3336000.0","3349000.0","3351000.0","3347000.0","3338000.0","3341000.0","3352000.0","3358000.0","3359000.0","3363000.0","3378000.0","3397000.0","3413000.0","3420000.0","3427000.0","3434000.0","3442000.0","3449000.0","3456000.0","3463000.0","3471000.0","3478000.0","3485000.0","3492000.0","3499000.0","3506000.0","3513000.0"
"IMF.RES:WEO(6.0.0)","VUT.LP.A","OBS_VALUE","Vanuatu","Population, Persons for countries / Index for country groups","Annual","Millions","169000.0","173000.0","177000.0","182000.0","187000.0","191000.0","195000.0","200000.0","204000.0","209000.0","214000.0","219000.0","224000.0","229000.0","234000.0","240000.0","245000.0","251000.0","257000.0","263000.0","269000.0","272000.0","279000.0","285000.0","292000.0","302000.0","312000.0","323000.0","334000.0","345000.0","357000.0"
"IMF.RES:WEO(6.0.0)","VNM.LP.A","OBS_VALUE","Vietnam","Population, Persons for countries / Index for country groups","Annual","Millions","7.3627E7","7.4815E7","7.5991E7","7.7167E7","7.8333E7","7.9395E7","8.0469E7","8.1534E7","8.2302E7","8.3063E7","8.3833E7","8.4618E7","8.542E7","8.6243E7","8.7092E7","8.7968E7","8.786E7","8.8809E7","8.976E7","9.0729E7","9.1713E7","9.2695E7","9.3672E7","9.4666E7","9.6484E7","9.7583E7","9.8506E7","9.9462E7","1.00309E8","1.013E8","1.02161E8"
"IMF.RES:WEO(6.0.0)","ZWE.LP.A","OBS_VALUE","Zimbabwe","Population, Persons for countries / Index for country groups","Annual","Millions","1.1523E7","1.1905E7","1.1786E7","1.1756E7","1.1724E7","1.1693E7","1.1663E7","1.1632E7","1.164E7","1.173E7","1.183E7","1.201E7","1.204E7","1.212E7","1.223E7","1.234E7","1.2459E7","1.3061E7","1.343E7","1.3778E7","1.4075E7","1.4371E7","1.4668E7","1.4968E7","1.5268E7","1.5582E7","1.5904E7","1.6229E7","1.6624E7","1.6993E7","1.736E7"
"IMF.RES:WEO(6.0.0)","ZMB.LP.A","OBS_VALUE","Zambia","Population, Persons for countries / Index for country groups","Annual","Millions","8684000.0","8902000.0","9133000.0","9372000.0","9621000.0","9891000.0","1.0192E7","1.0508E7","1.0838E7","1.1188E7","1.1565E7","1.1972E7","1.2402E7","1.2853E7","1.3318E7","1.3792E7","1.4266E7","1.4745E7","1.5235E7","1.5738E7","1.6248E7","1.6768E7","1.7298E7","1.7836E7","1.838E7","1.8928E7","1.9473E7","2.0018E7","2.057E7","2.1135E7","2.1707E7"
"IMF.RES:WEO(6.0.0)","DJI.LP.A","OBS_VALUE","Djibouti","Population, Persons for countries / Index for country groups","Annual","Millions","630000.0","644000.0","661000.0","680000.0","700000.0","718000.0","733000.0","747000.0","760000.0","772000.0","783000.0","795000.0","805000.0","816000.0","828000.0","840000.0","854000.0","868000.0","883000.0","899000.0","914000.0","929000.0","944000.0","959000.0","974000.0","988000.0","1002000.0","1016000.0","1030000.0","1043000.0","1056000.0"
"IMF.RES:WEO(6.0.0)","CZE.LP.A","OBS_VALUE","Czech Republic","Population, Persons for countries / Index for country groups","Annual","Millions","1.0333E7","1.0321E7","1.0309E7","1.0299E7","1.029E7","1.0278E7","1.0232E7","1.0201E7","1.0193E7","1.0195E7","1.0199E7","1.0224E7","1.0254E7","1.0343E7","1.0426E7","1.0462E7","1.0487E7","1.0505E7","1.0516E7","1.0512E7","1.0538E7","1.0579E7","1.061E7","1.065E7","1.0694E7","1.0702E7","1.0517E7","1.0828E7","1.0851E7","1.0935E7","1.0904E7"
"IMF.RES:WEO(6.0.0)","EST.LP.A","OBS_VALUE","Estonia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1437000.0","1416000.0","1400000.0","1386000.0","1390000.0","1397000.0","1388000.0","1379000.0","1371000.0","1363000.0","1355000.0","1347000.0","1341000.0","1337000.0","1335000.0","1331000.0","1327000.0","1323000.0","1318000.0","1315000.0","1315000.0","1316000.0","1317000.0","1322000.0","1327000.0","1330000.0","1331000.0","1349000.0","1370000.0","1371000.0","1374000.0"
"IMF.RES:WEO(6.0.0)","LBR.LP.A","OBS_VALUE","Liberia","Population, Persons for countries / Index for country groups","Annual","Millions","","","","2517000.0","2700000.0","2848000.0","2954000.0","3025000.0","3077000.0","3136000.0","3218000.0","3329000.0","3462000.0","3608000.0","3754000.0","3891000.0","4017000.0","4136000.0","4248000.0","4360000.0","4472000.0","4587000.0","4702000.0","4819000.0","4937000.0","5058000.0","5180000.0","5305000.0","5432000.0","5561000.0","5692000.0"
"IMF.RES:WEO(6.0.0)","LBN.LP.A","OBS_VALUE","Lebanon","Population, Persons for countries / Index for country groups","Annual","Millions","3960000.0","4034000.0","4108000.0","4179000.0","4250000.0","4321000.0","4389000.0","4447000.0","4505000.0","4575000.0","4643000.0","4720000.0","4810000.0","4888000.0","4951000.0","4996000.0","5045000.0","5178000.0","5679000.0","6274000.0","6399000.0","6259000.0","6109000.0","5951000.0","5782000.0","5663000.0","5593000.0","5490000.0","5354000.0","5354000.0",""
"IMF.RES:WEO(6.0.0)","MKD.LP.A","OBS_VALUE","North Macedonia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1963000.0","1977000.0","1983000.0","1993000.0","2002000.0","2010000.0","2016000.0","2022000.0","2026000.0","2023000.0","2005000.0","1994000.0","1983000.0","1971000.0","1959000.0","1946000.0","1937000.0","1930000.0","1923000.0","1918000.0","1912000.0","1906000.0","1899000.0","1889000.0","1876000.0","1856000.0","1837000.0","1832000.0","1828000.0","1819000.0","1810000.0"
"IMF.RES:WEO(6.0.0)","ATG.LP.A","OBS_VALUE","Antigua and Barbuda","Population, Persons for countries / Index for country groups","Annual","Millions","67000.0","68000.0","70000.0","72000.0","74000.0","76000.0","77000.0","78000.0","78000.0","79000.0","80000.0","81000.0","82000.0","83000.0","84000.0","85000.0","86000.0","87000.0","88000.0","89000.0","91000.0","92000.0","94000.0","95000.0","96000.0","98000.0","99000.0","101000.0","102000.0","104000.0","105000.0"
"IMF.RES:WEO(6.0.0)","DZA.LP.A","OBS_VALUE","Algeria","Population, Persons for countries / Index for country groups","Annual","Millions","2.806E7","2.8566E7","2.9045E7","2.9507E7","2.9965E7","3.0506E7","3.0954E7","3.1414E7","3.1885E7","3.2366E7","3.2855E7","3.3351E7","3.3858E7","3.4591E7","3.5268E7","3.5978E7","3.6717E7","3.7495E7","3.8297E7","3.9114E7","3.9963E7","4.0836E7","4.1721E7","4.2578E7","4.3424E7","4.3851E7","4.4577E7","4.5291E7","4.5973E7","4.6626E7","4.7251E7"
"IMF.RES:WEO(6.0.0)","ALB.LP.A","OBS_VALUE","Albania","Population, Persons for countries / Index for country groups","Annual","Millions","3188000.0","3168000.0","3148000.0","3129000.0","3109000.0","3089000.0","3060000.0","3051000.0","3040000.0","3027000.0","3011000.0","2993000.0","2970000.0","2947000.0","2928000.0","2913000.0","2905000.0","2900000.0","2895000.0","2889000.0","2881000.0","2876000.0","2873000.0","2866000.0","2854000.0","2838000.0","2812000.0","2778000.0","2750000.0","2722000.0","2695000.0"
"IMF.RES:WEO(6.0.0)","ARG.LP.A","OBS_VALUE","Argentina","Population, Persons for countries / Index for country groups","Annual","Millions","3.4779E7","3.5196E7","3.5604E7","3.6005E7","3.6399E7","3.6784E7","3.7156E7","3.7516E7","3.787E7","3.8226E7","3.8592E7","3.8971E7","3.9356E7","3.9746E7","4.0134E7","4.0788E7","4.1261E7","4.1733E7","4.2203E7","4.267E7","4.3132E7","4.359E7","4.4045E7","4.4495E7","4.4939E7","4.5377E7","4.5809E7","4.6235E7","4.6655E7","4.7121E7","4.7592E7"
"IMF.RES:WEO(6.0.0)","AGO.LP.A","OBS_VALUE","Angola","Population, Persons for countries / Index for country groups","Annual","Millions","1.3912E7","1.4383E7","1.4871E7","1.5367E7","1.5871E7","1.6394E7","1.6942E7","1.7516E7","1.8124E7","1.8771E7","1.9451E7","2.0162E7","2.091E7","2.1692E7","2.2508E7","2.3364E7","2.4259E7","2.5188E7","2.6147E7","2.7128E7","2.8128E7","2.9155E7","3.0209E7","3.1274E7","3.2354E7","3.3428E7","3.4504E7","3.5589E7","3.6684E7","3.7968E7","3.9297E7"
"IMF.RES:WEO(6.0.0)","AUT.LP.A","OBS_VALUE","Austria","Population, Persons for countries / Index for country groups","Annual","Millions","7948000.0","7959000.0","7968000.0","7977000.0","7992000.0","8012000.0","8042000.0","8082000.0","8118000.0","8169000.0","8225000.0","8268000.0","8295000.0","8322000.0","8341000.0","8361000.0","8389000.0","8426000.0","8477000.0","8544000.0","8630000.0","8740000.0","8815000.0","8885000.0","8859000.0","8901000.0","8932000.0","8978000.0","9105000.0","9159000.0","9182000.0"
"IMF.RES:WEO(6.0.0)","AUS.LP.A","OBS_VALUE","Australia","Population, Persons for countries / Index for country groups","Annual","Millions","1.812E7","1.833E7","1.851E7","1.8706E7","1.8919E7","1.9141E7","1.9386E7","1.9605E7","1.9827E7","2.0046E7","2.0312E7","2.0628E7","2.1016E7","2.1476E7","2.1866E7","2.2172E7","2.2522E7","2.2928E7","2.3298E7","2.364E7","2.3985E7","2.4385E7","2.4759E7","2.5146E7","2.552E7","2.5631E7","2.5771E7","2.6313E7","2.6951E7","2.7122E7","2.7448E7"
"IMF.RES:WEO(6.0.0)","CHN.LP.A","OBS_VALUE","China, People's Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.21121E9","1.22389E9","1.23626E9","1.24761E9","1.25786E9","1.26743E9","1.27627E9","1.28453E9","1.29227E9","1.29988E9","1.30756E9","1.31448E9","1.32129E9","1.32802E9","1.3345E9","1.34091E9","1.34916E9","1.35922E9","1.36726E9","1.37646E9","1.38326E9","1.39232E9","1.40011E9","1.40541E9","1.41008E9","1.41212E9","1.4126E9","1.41175E9","1.40967E9","1.40828E9","1.40508E9"
"IMF.RES:WEO(6.0.0)","IND.LP.A","OBS_VALUE","India","Population, Persons for countries / Index for country groups","Annual","Millions","9.64279E8","9.83281E8","1.002335E9","1.021435E9","1.0405E9","1.059634E9","1.078971E9","1.098313E9","1.117415E9","1.136265E9","1.154639E9","1.172374E9","1.189692E9","1.206735E9","1.22364E9","1.240614E9","1.257621E9","1.274487E9","1.291132E9","1.307247E9","1.322867E9","1.338636E9","1.354196E9","1.369003E9","1.383112E9","1.396387E9","1.407564E9","1.417173E9","1.428628E9","1.44172E9","1.454607E9"
