Date,NEER_120_AE,NEER_120_AF,NEER_120_AG,NEER_120_AL,NEER_120_AM,NEER_120_AN,NEER_120_AO,NEER_120_AR,NEER_120_AT,NEER_120_AU,NEER_120_AZ,NEER_120_BA,NEER_120_BB,NEER_120_BD,NEER_120_BE,NEER_120_BF,NEER_120_BG,NEER_120_BH,NEER_120_BI,NEER_120_BJ,NEER_120_BN,NEER_120_BO,NEER_120_BR,NEER_120_BS,NEER_120_BT,NEER_120_BW,NEER_120_BY,NEER_120_BZ,NEER_120_CA,NEER_120_CD,NEER_120_CF,NEER_120_CG,NEER_120_CH,NEER_120_CI,NEER_120_CL,NEER_120_CM,NEER_120_CN,NEER_120_CO,NEER_120_CR,NEER_120_CV,NEER_120_CY,NEER_120_CZ,NEER_120_DE,NEER_120_DJ,NEER_120_DK,NEER_120_DM,NEER_120_DO,NEER_120_DZ,NEER_120_EA12,NEER_120_EC,NEER_120_EE,NEER_120_EG,NEER_120_ES,NEER_120_ET,NEER_120_FI,NEER_120_FJ,NEER_120_FR,NEER_120_GA,NEER_120_GB,NEER_120_GD,NEER_120_GE,NEER_120_GH,NEER_120_GM,NEER_120_GN,NEER_120_GQ,NEER_120_GR,NEER_120_GT,NEER_120_GW,NEER_120_GY,NEER_120_HK,NEER_120_HN,NEER_120_HR,NEER_120_HT,NEER_120_HU,NEER_120_ID,NEER_120_IE,NEER_120_IL,NEER_120_IN,NEER_120_IQ,NEER_120_IR,NEER_120_IS,NEER_120_IT,NEER_120_JM,NEER_120_JO,NEER_120_JP,NEER_120_KE,NEER_120_KG,NEER_120_KH,NEER_120_KI,NEER_120_KM,NEER_120_KN,NEER_120_KR,NEER_120_KW,NEER_120_KZ,NEER_120_LA,NEER_120_LB,NEER_120_LC,NEER_120_LK,NEER_120_LR,NEER_120_LS,NEER_120_LT,NEER_120_LU,NEER_120_LV,NEER_120_LY,NEER_120_MA,NEER_120_MD,NEER_120_MG,NEER_120_MK,NEER_120_ML,NEER_120_MM,NEER_120_MN,NEER_120_MR,NEER_120_MT,NEER_120_MU,NEER_120_MV,NEER_120_MW,NEER_120_MX,NEER_120_MY,NEER_120_MZ,NEER_120_NA,NEER_120_NE,NEER_120_NG,NEER_120_NI,NEER_120_NL,NEER_120_NO,NEER_120_NP,NEER_120_NZ,NEER_120_OM,NEER_120_PA,NEER_120_PE,NEER_120_PG,NEER_120_PH,NEER_120_PK,NEER_120_PL,NEER_120_PT,NEER_120_PY,NEER_120_QA,NEER_120_RO,NEER_120_RU,NEER_120_RW,NEER_120_SA,NEER_120_SB,NEER_120_SC,NEER_120_SD,NEER_120_SE,NEER_120_SG,NEER_120_SI,NEER_120_SK,NEER_120_SL,NEER_120_SN,NEER_120_SQ,NEER_120_SR,NEER_120_ST,NEER_120_SV,NEER_120_SY,NEER_120_SZ,NEER_120_TD,NEER_120_TG,NEER_120_TH,NEER_120_TJ,NEER_120_TN,NEER_120_TO,NEER_120_TR,NEER_120_TT,NEER_120_TW,NEER_120_TZ,NEER_120_UA,NEER_120_UG,NEER_120_US,NEER_120_UY,NEER_120_UZ,NEER_120_VC,NEER_120_VE,NEER_120_VN,NEER_120_WS,NEER_120_YE,NEER_120_ZA,NEER_120_ZM
2011M02,102.85,113.81,104.63,86.47,88.03,101.56,85.08,77.21,97.51,113.35,115.30,99.08,103.19,97.12,98.23,97.13,99.75,101.14,97.49,94.76,111.81,109.86,110.27,102.03,92.62,94.86,79.38,101.94,101.46,56.40,97.29,96.13,124.39,96.92,106.24,96.66,108.22,107.63,100.09,98.38,99.22,106.94,96.59,101.76,97.54,103.00,89.91,96.72,95.28,99.62,98.19,97.16,98.38,56.55,96.92,81.40,97.55,97.49,81.13,101.64,98.57,66.20,80.20,69.41,96.33,98.93,99.12,97.51,102.38,97.94,100.56,97.44,91.91,91.53,101.06,97.86,108.93,87.77,107.22,94.44,54.87,97.59,83.33,102.69,136.92,81.62,78.69,97.43,110.11,98.92,101.47,78.56,98.11,87.16,113.61,102.92,102.80,99.53,85.95,94.21,100.30,98.50,99.40,106.05,99.85,100.57,90.78,98.15,98.42,,92.82,89.85,94.16,102.88,102.27,96.83,89.33,104.75,79.22,100.69,97.58,80.62,85.91,97.54,99.53,89.56,95.28,100.22,95.25,107.45,104.24,90.58,72.16,90.37,98.79,103.01,100.94,82.60,86.73,97.18,99.89,90.37,67.29,80.32,104.54,109.24,98.86,108.98,74.67,97.84,75.92,82.91,83.59,101.23,24.90,99.27,97.38,98.52,103.61,84.27,91.61,105.18,77.27,99.93,105.03,80.33,68.02,77.89,98.80,115.45,83.53,103.06,50.05,76.75,101.36,95.52,97.49,83.69
2011M03,101.78,112.80,103.19,86.43,85.73,100.84,83.63,76.16,98.09,112.63,113.71,99.48,102.53,95.14,99.09,97.93,100.40,100.09,96.03,95.92,111.88,109.49,109.87,101.25,92.55,94.71,77.43,101.30,102.19,55.64,98.06,97.15,126.59,97.84,104.37,97.46,107.63,106.70,99.87,99.68,100.22,107.05,97.54,100.54,98.42,102.13,89.09,95.80,96.92,98.84,98.84,95.23,99.13,55.60,97.87,81.00,98.44,98.24,80.03,101.08,100.68,65.05,79.94,65.89,97.85,99.73,99.84,98.51,101.39,97.17,100.04,98.11,91.74,92.39,101.89,99.18,110.58,87.67,105.59,92.93,54.71,98.42,82.78,101.55,137.12,78.10,77.60,96.90,109.57,99.44,100.85,77.65,97.52,86.17,112.18,101.41,102.17,99.23,85.20,97.37,100.73,99.12,99.71,105.47,100.19,99.19,90.08,98.77,99.21,,94.03,89.08,95.36,103.93,101.29,95.06,89.41,104.21,78.90,102.85,98.59,79.27,85.00,98.49,100.28,89.37,91.84,99.21,94.48,106.25,104.56,90.34,71.44,88.90,99.42,108.93,99.87,84.78,88.02,96.34,98.92,90.29,66.65,74.56,104.36,109.15,99.32,109.54,72.64,98.66,76.37,82.08,84.32,100.55,24.59,100.71,98.40,99.72,103.94,82.01,91.11,104.34,76.52,99.66,103.73,79.16,66.86,75.72,97.77,115.99,81.77,101.66,49.72,74.65,100.33,94.49,99.85,82.27
2011M04,100.27,110.15,101.03,86.04,82.71,99.76,81.68,74.02,98.70,116.49,111.76,99.78,101.63,92.68,99.99,98.96,101.07,98.67,94.04,97.16,112.57,108.15,113.01,99.94,92.52,94.33,75.42,100.33,103.56,54.29,98.93,98.34,126.76,98.80,104.55,98.41,107.21,109.57,99.04,99.43,101.33,108.07,98.56,98.81,99.09,100.84,88.25,94.39,98.69,97.22,99.57,93.03,99.90,54.40,98.92,81.32,99.41,99.10,79.22,100.36,101.26,63.67,78.84,62.92,99.68,100.57,99.91,99.64,100.11,96.30,99.27,98.96,90.82,94.89,102.17,100.67,113.06,87.57,103.65,90.35,54.75,99.31,82.10,99.98,132.61,77.19,76.88,96.76,113.00,100.16,100.06,79.59,96.71,84.90,110.58,99.48,101.34,98.04,83.47,99.35,101.45,99.76,100.39,104.21,100.49,99.09,89.74,99.47,100.02,,93.72,89.69,96.69,105.13,91.75,93.26,90.90,104.05,78.01,103.49,99.67,77.11,83.85,99.49,101.63,89.22,95.72,98.02,93.70,103.36,104.49,90.21,71.05,90.53,100.08,113.69,98.49,86.63,87.41,94.36,97.62,88.99,65.80,76.01,104.38,109.90,99.74,109.97,70.52,99.60,78.20,81.00,85.08,99.57,23.82,101.27,99.55,101.02,104.12,80.04,90.46,104.28,77.73,98.72,104.76,77.88,65.33,75.48,96.20,116.05,79.51,99.75,49.00,73.46,101.28,92.99,100.80,81.51
2011M05,100.30,109.64,101.20,85.75,82.87,99.80,82.85,73.89,98.35,117.29,112.66,99.63,101.66,92.19,99.64,98.46,100.47,98.64,94.26,96.65,113.15,108.24,111.62,99.85,91.90,94.14,64.78,100.30,102.42,54.29,98.58,98.02,130.49,98.41,105.39,98.04,107.25,110.21,98.33,99.52,100.90,107.30,98.05,98.93,98.98,100.80,88.13,94.16,97.88,97.11,99.23,93.42,99.57,54.36,98.46,81.63,98.99,98.80,79.28,100.37,101.23,64.30,79.32,63.53,99.18,100.25,99.32,99.38,100.16,96.08,99.27,98.68,90.75,94.02,102.64,100.09,112.03,86.51,103.79,89.41,54.10,98.90,82.15,100.10,136.03,75.95,78.24,95.64,113.43,100.06,100.12,79.49,96.93,84.83,111.04,99.63,101.36,98.45,82.60,97.40,101.45,99.47,100.57,104.51,100.21,100.26,90.17,99.43,99.73,,92.41,90.58,96.09,105.55,83.56,93.87,91.75,103.60,80.27,102.22,99.26,76.80,83.50,99.05,100.99,89.77,96.45,97.86,93.18,104.80,109.20,90.00,70.53,91.04,99.80,115.44,98.37,86.14,87.91,95.08,97.46,89.15,66.43,76.40,104.07,110.47,99.51,109.71,70.76,99.30,80.32,80.95,84.82,99.60,23.87,100.24,99.22,100.49,102.94,79.29,90.39,105.00,75.31,98.71,105.01,77.55,65.37,75.17,96.01,117.30,79.08,99.90,48.97,73.32,101.22,93.13,98.94,81.33
2011M06,100.12,108.01,101.07,85.70,82.64,99.86,81.74,73.31,98.29,115.98,113.19,99.79,101.58,91.20,99.66,98.50,100.85,98.45,94.14,96.71,113.29,108.07,113.28,99.65,91.85,93.92,46.17,100.33,101.43,54.28,98.65,98.22,135.64,98.42,104.81,98.10,107.39,111.24,97.80,99.43,100.94,107.80,98.03,98.76,99.02,100.67,87.75,94.28,97.90,96.85,99.46,93.22,99.60,53.99,98.60,81.78,98.99,98.87,79.35,100.29,102.59,64.19,78.18,62.66,99.33,100.31,97.65,99.57,100.03,95.76,99.29,98.30,90.65,94.08,102.33,100.11,113.31,86.46,103.54,84.91,53.75,98.91,81.98,99.92,137.21,72.83,80.06,94.34,112.27,100.14,100.09,79.49,97.04,84.61,111.30,99.37,101.28,98.51,82.22,98.42,101.40,99.48,100.45,104.38,100.26,100.25,91.34,99.27,99.85,,90.73,89.75,96.14,104.24,83.39,93.51,90.57,102.84,82.46,103.31,99.37,76.75,83.21,99.09,101.20,88.74,98.87,97.65,92.93,105.02,113.03,89.33,69.92,90.27,99.81,115.04,98.14,84.53,87.68,95.27,97.26,92.77,66.38,76.29,102.33,110.57,99.56,109.71,70.54,99.38,79.38,80.81,84.90,99.71,23.84,100.76,99.34,100.59,101.78,77.54,90.53,107.40,73.84,98.57,104.55,75.58,65.34,73.24,96.04,118.99,78.65,99.74,48.86,73.35,101.80,93.04,99.75,79.93
2011M07,100.11,105.05,101.51,86.92,84.71,99.74,82.02,72.49,97.91,117.34,113.81,99.44,101.67,90.40,99.25,97.92,100.68,98.40,94.06,95.97,114.67,107.80,115.02,99.46,92.12,93.97,46.25,100.22,103.66,54.53,98.19,97.44,139.03,97.77,106.09,97.56,107.27,112.39,97.85,99.31,100.54,107.19,97.49,98.82,98.69,100.68,87.68,94.46,97.03,96.59,99.11,93.33,99.24,53.89,98.09,82.15,98.54,98.43,78.34,100.32,102.58,64.24,76.93,61.24,98.68,99.89,97.89,98.77,100.11,95.57,99.31,98.05,90.39,93.55,102.39,99.61,113.50,87.31,103.77,89.21,53.77,98.44,81.80,99.99,138.85,72.41,80.38,93.84,113.20,99.64,100.06,80.88,97.16,84.59,110.92,99.63,101.38,98.51,81.70,98.26,101.45,99.19,100.37,104.55,100.08,101.08,90.44,99.02,99.32,,91.32,89.27,95.41,104.23,83.43,93.58,91.35,103.61,86.03,103.01,98.69,78.21,82.73,98.63,101.27,88.97,102.32,97.59,92.47,105.63,114.78,90.11,69.68,89.72,99.51,116.68,98.08,83.43,88.12,95.77,97.19,93.59,65.84,76.34,101.59,111.72,99.30,109.45,70.47,98.79,77.23,80.77,84.54,99.59,23.89,100.70,98.84,99.81,102.83,76.44,90.56,110.67,71.79,98.49,104.17,74.69,65.51,69.81,95.46,119.29,77.99,99.95,48.74,73.15,102.69,93.12,99.84,79.66
2011M08,99.87,105.82,101.42,87.13,84.91,100.04,81.80,72.06,97.97,114.06,114.81,99.92,101.47,90.21,99.46,98.13,100.93,98.17,93.56,96.22,114.75,108.29,112.73,99.34,91.08,93.55,46.53,100.38,100.70,54.58,98.42,97.85,146.14,98.15,105.41,97.86,107.74,111.04,97.75,99.42,100.72,107.82,97.65,98.75,98.95,100.53,87.67,94.41,97.30,96.77,99.46,93.11,99.39,53.65,98.38,82.06,98.64,98.65,79.33,100.16,104.35,64.09,76.45,60.60,99.01,100.10,97.26,99.32,100.03,95.09,99.55,97.66,90.11,92.02,101.66,99.59,109.31,85.48,103.48,88.94,53.98,98.63,81.66,99.96,142.78,70.36,81.75,93.97,110.39,100.71,100.06,79.45,97.29,84.73,110.56,99.21,101.16,98.08,81.80,94.60,101.73,99.26,100.58,105.03,100.08,102.78,90.37,99.35,99.92,,91.97,87.92,95.52,104.85,83.18,88.07,87.61,103.50,89.52,100.06,99.13,77.58,82.50,98.75,101.40,89.28,101.35,97.18,92.02,105.84,116.39,90.48,69.03,86.67,99.58,118.03,97.67,83.49,85.21,96.56,96.83,94.00,65.51,76.27,101.43,112.03,99.54,109.66,69.94,99.21,77.45,80.62,84.85,99.80,23.89,98.64,99.20,100.20,102.93,76.13,90.58,111.92,67.31,98.76,103.11,73.39,65.98,65.92,95.92,117.89,78.10,99.68,48.86,72.74,102.26,93.17,95.80,79.00
2011M09,102.63,107.89,104.91,86.41,86.70,101.86,83.98,74.28,97.82,113.60,118.65,99.57,103.19,92.19,98.86,97.24,100.47,100.62,95.92,94.76,113.39,111.37,105.81,101.47,90.16,94.29,45.76,102.14,99.76,56.52,97.69,96.82,134.24,97.51,104.55,97.01,110.31,110.42,98.37,99.06,99.97,106.42,97.12,101.40,98.34,102.59,88.66,95.93,96.21,99.20,99.12,95.83,98.87,55.12,97.68,82.33,97.98,97.81,78.90,101.46,107.17,65.59,78.09,62.36,96.95,99.49,98.82,98.51,102.13,96.93,100.44,97.18,91.05,87.57,101.71,98.45,107.92,83.35,106.64,90.84,54.52,98.09,82.76,102.57,146.58,69.78,83.57,95.87,109.69,100.65,101.39,77.40,98.64,87.46,113.19,102.31,102.68,100.03,85.02,89.25,102.30,98.89,100.80,106.71,100.05,104.65,90.42,99.18,99.33,,91.94,89.36,94.42,105.58,84.86,90.02,83.19,101.98,93.69,91.61,98.12,78.73,83.53,98.06,101.41,88.72,100.47,99.53,93.69,108.34,120.09,90.72,69.99,82.39,99.17,118.58,100.15,82.56,82.26,99.71,99.09,96.30,66.73,78.22,100.95,110.39,99.42,109.73,72.14,98.50,78.09,82.35,84.11,101.42,24.16,96.35,97.94,98.96,102.97,78.55,91.22,112.19,68.26,100.34,102.15,74.66,68.58,66.59,98.79,116.84,80.33,102.52,49.99,74.54,102.18,95.54,92.01,82.48
2011M10,103.51,107.93,105.52,86.30,86.31,102.56,83.85,74.85,98.08,113.17,119.69,100.04,103.62,91.64,99.05,97.47,101.03,101.32,95.87,94.88,112.01,112.61,104.11,102.22,89.21,94.03,37.89,102.82,98.43,57.08,97.86,97.25,132.23,97.85,99.68,97.22,111.60,106.96,98.16,98.72,100.09,105.16,97.41,102.21,96.71,103.24,88.70,96.24,96.61,100.41,99.18,96.40,99.04,55.47,97.88,82.28,98.16,97.92,79.32,101.79,108.23,65.12,76.61,62.49,96.90,99.69,99.70,99.10,102.82,97.68,100.57,96.96,91.29,84.09,100.57,98.54,109.06,81.21,107.28,92.04,55.33,98.31,82.97,103.30,147.91,67.00,84.03,96.07,109.29,101.71,101.78,75.31,99.20,87.77,114.29,102.97,103.05,100.74,85.73,85.18,101.70,99.02,107.65,107.41,100.56,103.76,87.14,99.03,99.78,,90.16,88.32,94.68,105.24,85.31,90.83,80.03,100.97,96.23,95.65,98.40,80.43,83.73,98.26,101.17,84.97,98.26,100.26,94.43,109.99,122.76,90.47,70.94,82.07,99.30,115.28,100.86,81.97,81.52,100.61,99.77,97.58,66.01,78.83,101.42,108.76,99.66,110.08,72.38,98.87,78.83,82.86,84.26,102.04,23.83,94.13,98.03,99.32,102.12,79.53,91.27,110.78,67.32,100.55,100.94,74.27,69.23,67.92,100.11,115.98,80.68,103.24,50.51,74.93,102.13,96.32,88.04,83.78
2011M11,104.05,108.31,106.39,86.18,85.39,102.92,84.32,74.40,97.93,113.52,119.97,99.85,103.88,91.13,98.73,97.18,100.53,101.80,93.73,94.38,111.74,113.07,104.98,102.39,88.18,93.61,28.48,103.11,98.05,58.12,97.56,96.90,131.75,97.44,100.76,96.89,112.35,106.88,99.86,98.78,99.55,102.68,97.07,102.78,98.26,103.58,88.60,95.28,95.96,100.77,98.91,96.68,98.72,55.65,97.43,82.17,97.78,97.61,80.33,102.06,108.71,64.92,78.74,61.95,96.24,99.29,100.32,98.95,102.96,97.89,100.83,97.11,91.21,80.34,99.38,97.91,107.83,79.02,107.92,90.81,55.16,97.97,82.97,103.88,146.65,72.60,82.36,97.40,109.66,101.53,102.03,77.21,99.52,87.91,114.85,103.62,103.31,100.15,86.88,83.58,102.20,98.77,103.97,107.65,100.27,105.06,87.53,98.92,99.53,,88.23,89.56,94.16,105.84,85.75,93.14,79.25,100.96,97.99,90.56,98.05,79.59,83.53,97.85,100.22,84.64,97.07,100.76,94.77,111.47,125.88,91.17,71.21,80.66,99.02,111.58,101.33,81.20,83.14,100.01,100.23,98.12,64.98,79.19,100.71,108.49,99.50,110.15,72.85,98.65,77.17,83.24,84.19,102.25,23.71,93.22,97.63,98.87,102.38,79.69,90.50,110.79,68.69,100.80,101.45,74.39,69.40,73.47,100.70,116.68,79.94,103.87,50.68,74.92,101.43,96.82,86.70,83.25
2011M12,105.56,108.75,108.47,87.28,86.98,103.71,85.99,75.19,97.31,114.92,122.27,99.48,104.71,88.58,97.93,96.36,99.72,103.10,92.57,93.17,111.93,114.49,102.86,103.49,87.32,93.51,29.89,103.90,98.73,60.01,96.75,95.81,130.70,96.53,100.31,96.00,113.63,107.10,101.06,98.14,98.64,101.89,96.12,104.31,97.48,104.66,88.93,97.26,94.36,101.93,98.32,97.77,98.01,56.43,96.45,82.37,96.91,96.78,80.60,102.72,110.87,65.28,78.95,62.55,94.62,98.51,101.31,98.14,104.09,98.81,101.24,96.33,91.97,81.30,99.92,96.64,107.87,77.27,109.80,91.23,54.27,97.14,83.44,105.40,147.43,79.32,82.98,98.58,110.76,100.39,102.69,76.80,100.23,89.37,116.30,105.47,104.09,98.99,88.10,83.43,101.29,98.18,99.79,108.51,100.15,106.50,87.55,98.26,98.65,,85.64,90.82,92.93,106.96,86.75,94.08,78.90,101.51,98.82,94.08,97.06,79.68,83.76,96.93,99.78,82.19,97.17,102.01,95.66,113.14,128.10,91.08,70.10,79.22,98.42,110.38,102.69,81.16,82.69,100.16,101.46,98.94,63.03,80.29,101.13,108.75,99.08,109.70,74.89,97.88,76.40,84.19,83.38,102.94,22.08,93.57,96.59,97.73,102.44,81.04,90.65,111.31,67.75,101.81,102.18,77.71,70.71,77.64,101.80,118.08,80.46,105.62,51.18,75.82,101.87,98.23,87.49,82.78
2012M01,105.87,107.06,109.46,87.01,86.73,103.82,86.45,74.46,96.55,117.88,122.55,99.08,104.95,84.81,96.88,95.35,99.13,103.43,91.38,91.84,113.01,114.15,105.52,103.86,88.44,93.40,30.22,104.01,99.82,59.33,95.79,94.50,131.33,95.29,103.62,94.93,113.87,111.97,100.28,97.16,97.51,101.10,94.93,104.86,96.44,105.04,88.36,96.51,92.41,101.57,97.35,98.21,97.13,56.44,95.19,82.79,95.88,95.89,80.91,102.94,110.90,64.32,77.90,63.52,93.18,97.59,101.26,96.66,104.35,99.10,100.92,95.17,91.67,79.87,99.92,95.29,107.38,79.62,110.91,89.86,53.50,96.10,83.53,105.85,149.38,79.73,83.00,98.24,112.99,98.89,102.91,76.85,100.17,89.30,117.37,106.39,104.36,99.18,87.52,85.18,100.13,97.45,98.61,109.05,99.62,107.31,85.25,97.22,97.48,,85.61,90.64,91.57,107.25,87.21,93.41,80.37,103.04,97.80,97.86,95.80,79.99,83.51,95.83,99.44,80.53,100.88,102.24,95.55,113.15,129.54,91.06,69.68,80.51,97.68,105.95,103.06,80.33,83.88,100.41,101.73,98.29,60.99,80.55,101.90,110.00,98.50,109.00,75.73,96.69,74.27,84.40,82.37,103.08,21.15,94.86,95.52,96.43,101.14,81.38,90.07,111.90,69.46,102.01,102.86,79.00,71.03,78.72,101.59,120.24,80.02,106.47,51.03,75.92,102.71,98.53,89.81,82.28
2012M02,104.20,105.60,107.18,86.45,84.54,102.64,85.08,72.14,96.70,120.23,119.51,99.28,103.99,83.88,97.25,96.03,99.24,101.96,88.12,92.59,113.81,112.35,108.60,102.72,89.55,92.87,29.49,102.87,100.84,57.92,96.22,94.92,132.29,95.73,106.20,95.44,113.07,114.73,99.09,97.51,98.03,103.13,95.30,103.17,96.68,103.85,87.47,96.37,93.13,99.83,97.40,96.51,97.47,55.24,95.52,82.89,96.34,96.40,80.84,102.20,108.87,60.85,76.48,62.16,94.37,98.00,100.40,96.83,103.05,98.07,99.71,94.83,90.18,84.75,99.09,96.08,107.74,81.92,109.10,80.81,52.60,96.48,82.69,104.22,144.59,81.27,80.92,97.67,115.22,98.80,102.10,77.75,99.23,87.13,115.17,104.53,103.50,95.07,85.34,88.46,99.88,97.71,98.43,107.75,99.57,104.13,85.48,97.47,97.72,,86.86,88.37,92.28,106.69,86.14,89.88,84.38,105.06,95.05,99.89,96.41,78.81,82.38,96.28,101.62,83.59,103.47,100.96,94.81,111.78,128.93,92.35,68.38,84.34,97.97,108.14,101.68,80.29,86.63,98.13,100.45,96.65,59.46,79.29,102.68,111.09,98.57,108.81,74.42,97.04,72.29,83.35,82.74,102.07,20.62,96.38,96.23,97.32,103.00,79.37,88.72,111.54,71.34,101.05,103.75,77.31,69.10,79.91,99.67,119.43,77.40,104.62,50.27,74.90,103.22,96.92,92.39,78.76
2012M03,104.92,106.51,107.48,86.16,84.61,102.88,85.36,73.15,96.83,119.21,120.02,99.21,104.38,85.71,97.46,96.52,99.34,102.56,88.06,92.82,113.93,113.31,104.67,103.16,88.90,92.67,30.00,103.22,101.42,58.06,96.46,95.15,132.71,96.08,106.00,95.72,114.19,116.46,99.81,97.81,98.29,104.74,95.52,103.74,96.90,104.37,87.62,97.26,93.50,100.25,97.52,96.94,97.65,55.40,95.73,82.67,96.54,96.55,81.30,102.56,109.57,60.06,77.58,62.48,94.46,98.19,101.50,97.22,103.52,98.52,99.55,95.45,90.22,84.46,98.65,96.31,107.57,80.42,109.51,81.21,51.63,96.69,82.73,104.82,137.75,82.25,81.25,98.87,114.91,98.79,102.34,78.41,99.86,87.44,115.57,105.00,103.87,89.29,86.03,89.18,99.90,97.83,98.58,107.56,99.78,104.56,87.17,97.69,97.85,,87.73,88.89,92.52,106.98,86.46,90.86,84.91,105.35,93.97,97.27,96.74,79.41,82.34,96.50,102.14,85.06,102.83,101.90,96.08,113.01,131.52,92.94,68.71,85.35,98.12,113.33,102.44,80.08,88.23,98.78,101.25,97.79,59.62,79.73,102.12,111.74,98.59,108.78,74.76,97.37,70.51,83.96,82.92,102.30,19.97,96.97,96.33,97.71,104.39,79.45,88.55,111.15,70.36,100.74,104.95,77.90,69.17,75.29,100.44,119.89,76.91,105.14,50.47,75.78,103.61,97.52,93.52,78.01
2012M04,105.10,105.76,107.68,86.07,84.16,103.19,85.58,73.08,96.75,116.92,120.11,99.03,104.34,85.83,97.34,96.53,99.21,102.70,89.03,92.78,114.34,113.99,101.49,103.31,87.72,92.42,30.29,103.41,101.63,58.23,96.35,95.21,133.01,96.14,106.30,95.65,114.37,116.22,100.67,97.71,97.98,104.12,95.39,103.96,96.74,104.46,87.67,97.83,93.24,100.53,97.43,96.99,97.53,55.40,95.59,82.61,96.38,96.45,82.43,102.57,110.89,58.10,78.11,62.55,94.22,98.05,101.42,97.49,103.55,98.50,99.33,96.00,90.22,83.22,98.73,95.95,108.06,78.18,109.73,81.38,51.51,96.59,82.73,105.02,139.61,82.22,81.26,98.81,113.00,99.18,102.36,77.69,100.01,87.61,115.91,105.14,103.82,87.21,85.73,86.68,99.86,97.71,98.53,107.95,99.72,105.20,89.72,97.55,97.96,100.00,89.19,89.58,92.28,106.94,86.55,91.91,83.01,104.67,93.94,97.36,96.76,79.71,82.12,96.31,101.50,83.31,102.97,101.93,96.05,113.97,132.70,93.18,68.84,84.44,98.01,113.98,102.51,79.82,88.06,99.09,101.30,97.99,59.65,79.88,102.24,112.41,98.51,108.79,74.88,97.46,70.01,84.07,82.78,102.51,19.57,95.56,96.29,97.86,103.61,79.68,87.86,110.55,70.55,100.90,105.03,78.53,69.38,74.94,100.70,119.97,76.64,105.32,50.65,75.79,103.82,97.72,90.98,79.37
2012M05,106.69,106.89,109.89,86.15,84.80,104.40,87.45,74.14,96.23,114.30,122.64,98.74,105.20,86.97,96.60,95.80,98.68,104.13,90.34,91.75,114.26,116.18,96.37,104.42,86.24,89.45,30.98,104.44,100.46,59.47,95.62,94.37,132.06,95.51,105.76,94.88,115.07,116.62,101.64,94.49,96.97,101.46,94.53,105.70,96.32,105.80,88.35,98.78,91.77,101.96,97.17,98.75,96.86,56.06,94.88,82.15,95.54,95.69,83.66,103.26,113.99,56.67,78.58,64.26,92.62,97.31,102.09,96.98,104.83,99.37,99.73,95.40,90.65,83.42,98.04,94.55,107.40,75.39,111.91,83.05,52.34,95.84,83.06,106.65,144.48,82.36,82.56,98.85,110.66,98.83,103.13,76.89,100.85,89.65,117.52,107.04,104.58,87.77,86.11,83.69,100.11,97.15,98.70,109.47,99.63,107.36,90.86,97.15,97.42,99.78,89.76,90.72,91.04,107.92,87.57,62.83,80.30,104.02,96.91,90.89,95.97,81.22,82.53,95.42,100.87,82.26,99.08,103.12,96.63,115.14,135.39,93.32,69.20,82.01,97.43,114.71,103.79,78.27,85.45,100.56,102.48,99.51,60.09,81.08,99.84,112.35,98.22,108.60,76.48,96.89,68.39,85.13,82.35,103.50,19.26,94.38,95.35,97.05,102.78,81.59,87.12,110.30,71.24,101.84,105.61,80.15,71.16,77.14,102.32,119.51,78.10,107.15,51.33,76.55,103.30,99.24,88.97,81.93
2012M06,108.18,107.51,111.57,86.58,82.95,105.36,88.95,74.45,95.97,115.23,125.09,98.70,106.15,87.99,96.24,95.41,98.73,105.36,90.75,91.10,114.16,117.76,94.06,105.33,85.64,92.63,31.58,105.38,99.18,60.65,95.24,93.84,131.39,95.15,105.38,94.43,115.85,117.93,103.42,96.86,96.60,100.13,94.08,107.10,95.72,106.98,88.85,96.92,91.03,103.03,96.98,100.12,96.54,56.52,94.46,82.47,95.12,95.27,83.00,103.94,115.57,56.21,76.83,65.54,91.67,96.92,102.14,96.65,105.97,100.39,99.97,94.68,90.96,83.11,97.62,93.94,106.84,74.23,113.76,84.46,52.91,95.45,82.96,108.05,146.70,83.16,84.04,98.81,111.25,98.77,103.89,76.74,101.58,91.21,119.04,108.62,105.44,86.97,86.52,81.78,99.77,96.88,98.39,110.22,99.79,107.56,89.39,96.46,97.12,98.57,89.90,91.55,90.40,105.93,88.49,58.79,78.18,102.35,98.20,94.42,95.51,82.43,82.82,94.99,100.50,79.40,100.46,104.30,97.33,116.42,136.74,94.20,67.86,81.30,97.16,112.85,105.02,77.76,81.81,101.77,103.61,100.35,60.11,72.80,100.75,111.99,98.11,108.53,77.88,96.56,67.22,86.01,81.80,104.34,19.34,93.59,94.70,96.54,102.60,83.41,87.52,110.78,71.74,102.64,104.86,81.06,72.83,78.05,103.89,113.41,79.06,108.64,51.83,77.12,103.96,100.52,87.66,82.95
